model_uuid,model_config_uuid,model_classpath,hyperparameters,experiment_uuid,performance_metric,fairness_metric,alpha,sampler,dataset,performance_val,fairness_val,performance_test,fairness_test,task_type
2a26bcd7b74d96a732befc34b62c1ba2,a7ba9f5c6c622c8b7f42fc7a2a226c5d,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.0005922390478503845, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 389, 'random_state': 39}",018a56f12d9339dac97f5bc2f7c483ef,precision,poverty_level_min_tpr_disparity,0.5,TPESampler,Donors Choose,0.518,0.92571,0.512,0.79148,TPESampler
c9390ae2824f869cd892276381282687,bf8b1ee8c1dfeb6cd56b37506d1a946a,sklearn.linear_model.LogisticRegression,"{'C': 0.001, 'tol': 0.00693471878221618, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 388, 'random_state': 40}",15aff1558e5e461950718fb4b6057210,precision,poverty_level_min_tpr_disparity,0.5,TPESampler,Donors Choose,0.521,0.98111,0.51,0.7848,TPESampler
fddae1c7eb6ab29c7a1da96fc93f30c9,d83f44ade30ab198d8759555a0e2ce8f,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.001728235802812672, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 353, 'random_state': 41}",f15f223bd5e8a0133f137b36939fc975,precision,poverty_level_min_tpr_disparity,0.5,TPESampler,Donors Choose,0.521,0.98843,0.506,0.79008,TPESampler
929d2d54ef9edc88e6d661ca99e550d0,31325a986f2ed74faaeb3ff81583a808,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.003905088477086351, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 1550, 'random_state': 42}",2cb770567defa552591e73c4515267ec,precision,poverty_level_min_tpr_disparity,0.5,TPESampler,Donors Choose,0.521,0.98087,0.505,0.79299,TPESampler
ee6a513ad18a60cf84f69590e18ad4aa,e3ffc0da3f55b6e326545e2a533c2e71,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.006717705452872834, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 2615, 'random_state': 44}",1550c8431146b73fb081480cdd1b6a79,precision,poverty_level_min_tpr_disparity,0.5,TPESampler,Donors Choose,0.521,0.98111,0.51,0.7848,TPESampler
fc5c9ba5f0dbd698f96730707d5cf94b,72813f489e5d8d966dec8b46ab4e7d3b,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.007779738677316208, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 52, 'random_state': 30}",9a6affc33075cbe02595d4c8d48e43ee,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.529,0.94507,0.507,0.79345,RandomSampler
cefeaa0f2c22f91e3b70fe14917ae840,db898589f498bec9f932ba4083d76d68,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 50, 'random_state': 31, 'optimizer__lr': 0.0005593622478194212, 'model__dropout': 0.12798738164104181, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",26031cee83b4f99d26ee7185ad5ede40,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.549,0.95325,0.516,0.78624,RandomSampler
6b8e3fbb1910a9867c06c08fe8a3cd20,34fea4bcadd2c309db0b262ec8b13dcf,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 113, 'random_state': 32, 'optimizer__lr': 0.0007683821102954913, 'model__dropout': 0.3183525197104869, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.001}",dcb80586a7322f9c53c690ff17fabd09,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.496,0.94535,0.479,0.80673,RandomSampler
49f89840010f1af11d6a50e296b1749f,303c60414e8c7d0dd6ab21c725e61425,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.002439422811678356, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 730, 'random_state': 33}",c642bac4e6c07d0bf53a7942a54f93d5,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.498,0.9604,0.489,0.89246,RandomSampler
3ea331d0cfe4b881b1179909092d77d1,d68ecff2032e957d771a82d6c869be73,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.002795661148483142, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 218, 'random_state': 34}",dddffce3eb796800df9c580b475b3a81,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.522,0.97714,0.505,0.79933,RandomSampler
8a7c65ae8eb65d3d2c5d4694e8a16240,e0946d303bb7d9dd3b21476ed8e28df6,sklearn.linear_model.LogisticRegression,"{'C': 1e-05, 'tol': 0.000853603033544566, 'solver': 'liblinear', 'penalty': 'l2', 'max_iter': 67, 'random_state': 35}",288c366d3fa68750635c3e5b501df513,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.519,0.92229,0.509,0.78146,RandomSampler
2762a1a57b22e330aa4d7193cd904953,b9d3e26deefbecf11071f528d206f200,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 1068, 'random_state': 37, 'min_samples_leaf': 19, 'min_samples_split': 18}",1abef528b4deae2f0f68f83027d542bb,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.603,0.27271,0.534,0.32004,TPESampler
d4531a4739241c541d2ff992a775bfc2,2e4457eedb71bdd7211eaed59f9f6203,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 27, 'max_features': 'log2', 'n_estimators': 7294, 'random_state': 38, 'min_samples_leaf': 3, 'min_samples_split': 4}",0600be4c08eb91471615a2e94ec7a78b,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.608,0.2859,0.534,0.33588,TPESampler
3167ca3b89cf81f686a8de94ed82ce98,7617d7385f1004822d2b7ba08dd9ddc7,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 44, 'max_features': 'sqrt', 'n_estimators': 925, 'random_state': 39, 'min_samples_leaf': 5, 'min_samples_split': 115}",49c57d39494f48a151fb2f4eeb220974,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.603,0.25167,0.531,0.31934,TPESampler
ac94f0b728b4a3348c7a3b8682211a38,c5ff54d075597f191df3dcd358b6738a,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 98, 'random_state': 36, 'optimizer__lr': 0.0035171956647633796, 'model__dropout': 0.07449215763533949, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [100, 50], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",7351e59a0d294f50391db2cdb2ea8053,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.516,0.97697,0.49,0.70035,RandomSampler
457d6e0a7e4055aeb76dad510246377e,cae3095479ea5460f7b17375799b6a5e,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 97, 'random_state': 37, 'optimizer__lr': 0.0009118338474804589, 'model__dropout': 0.33425153110393285, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0}",700f37de6cbdca7bead469c47824b395,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.524,0.98469,0.483,0.76184,RandomSampler
92f179f9c97d308bc8609ffd4a58cd00,65c29d2176b9fa7b4bca0505988ca295,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.0002325549685755087, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 199, 'random_state': 38}",5466e52a0ead8d4d091ac725507194ed,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.517,0.98078,0.505,0.79933,RandomSampler
02a7b2caf24ea6a540c74cfac6a645c1,4a77ccc282671941705efeb714c3c38d,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 123, 'random_state': 39, 'optimizer__lr': 0.0027509940812108437, 'model__dropout': 0.25560905217197805, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [200, 100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",1d2a796cdc9bdb646f417e6fde1868b7,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.549,0.93945,0.514,0.82994,RandomSampler
f44d27b6be6f95d77657f7f2cbe1ebb1,c4014ef837739810fa19461958d7709c,sklearn.linear_model.LogisticRegression,"{'C': 0.0001, 'tol': 0.0015262927471146868, 'solver': 'liblinear', 'penalty': 'l1', 'max_iter': 59, 'random_state': 40}",2a53dda0ca8790a2fbba3b9f852c57f5,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.523,0.98091,0.505,0.79299,RandomSampler
9922b6ae682c3c23d3948e81ddbcea1b,c88875b88cee914480961ce0c6967c2c,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 136, 'random_state': 41, 'optimizer__lr': 0.000572841543913174, 'model__dropout': 0.2571317481545323, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",e3d619ee6667663fbcb6c3bb7348c9e5,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.572,0.91873,0.515,0.82046,RandomSampler
35c026dff3b90dcd3982b7d010c1aaf7,ed26196b8f742255c7464e92079ab150,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 103, 'random_state': 42, 'optimizer__lr': 0.001083894178740449, 'model__dropout': 0.2874415103689406, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.001}",9e2ad6d85621216993d6cf1e8a4d818e,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.483,0.99539,0.491,0.8093,RandomSampler
62f785eb544044062bd9d46cba78b165,d23206a0f01671f0b829e3c21f902504,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 48, 'random_state': 43, 'optimizer__lr': 0.0006792239120714045, 'model__dropout': 0.18654523416552113, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': False, 'optimizer__weight_decay': 0.01}",19ed0c81f6ba429b020d866e52300686,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.504,0.98439,0.499,0.81095,RandomSampler
2c30c0e747868339fc83e6b87bf4f103,8f5b57d196efadeab994d3f362e84f3a,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 103, 'random_state': 44, 'optimizer__lr': 0.0022016073893772444, 'model__dropout': 0.2788751372508655, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",8805dc9704d5512ab9a957eed215b803,precision,poverty_level_min_tpr_disparity,0.5,RandomSampler,Donors Choose,0.522,0.9774,0.513,0.87299,RandomSampler
49bf0c33d17912882f2cb01fed074c18,1a27460dede2c050870d6c77ff182d53,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 46, 'max_features': 'sqrt', 'n_estimators': 19898, 'random_state': 30, 'min_samples_leaf': 5, 'min_samples_split': 71}",d0145fec3f5d509bde1c065bfe8fdaca,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.608,0.24653,0.531,0.33848,TPESampler
5b1cd784443254d87e6afefb6c3a9e8b,fd799da3db4dd803399247cd63fefcdc,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 1276, 'random_state': 31, 'min_samples_leaf': 3, 'min_samples_split': 2}",54963857cf4a5b1ae666921fd0c07fc1,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.609,0.25626,0.527,0.28857,TPESampler
344f887bcc4b7e840e74e494ab77d8fe,f5da836c3101dcdd06053ccc358a9b83,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 12, 'max_features': 'sqrt', 'n_estimators': 13815, 'random_state': 32, 'min_samples_leaf': 7, 'min_samples_split': 7}",43b5216c36451cae9c322397711ab4ab,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.614,0.27173,0.531,0.31934,TPESampler
102221546aae78d2e3a7b909d9c8aef0,3803442be2512a827ee8eb7215d73a7d,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 13, 'max_features': 'sqrt', 'n_estimators': 2496, 'random_state': 33, 'min_samples_leaf': 2, 'min_samples_split': 2}",65c957b3b0a9e6f6adb5b612ee1c3f27,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.62,0.30562,0.538,0.34851,TPESampler
5a7f201fc1345ddd1a6d43ae47455d07,81076ab859e5fec779e593ffab158289,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 24, 'max_features': 'sqrt', 'n_estimators': 2807, 'random_state': 34, 'min_samples_leaf': 5, 'min_samples_split': 31}",101800db669d3431ef551da3d67cc8bb,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.616,0.27848,0.528,0.37126,TPESampler
eb451d10047aeadd477bb3d057f58a45,57691ec190636daf35d2cd694fe106c3,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 27, 'max_features': 'log2', 'n_estimators': 440, 'random_state': 35, 'min_samples_leaf': 3, 'min_samples_split': 2}",795a5223ae14f4d2d9f71d78cd1dd568,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.608,0.29134,0.546,0.33835,TPESampler
6ea97509153ac2d5d246882d6017c23e,28ef8f3e5e5b0a43a41b6b91146ce10b,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 21, 'max_features': 'sqrt', 'n_estimators': 16312, 'random_state': 36, 'min_samples_leaf': 5, 'min_samples_split': 14}",4eef55f070fe18ad3877b8c0cdf7ca77,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.619,0.28467,0.528,0.3747,TPESampler
47032ac6a590054f1c89b90b06c6a8d4,b4f3263f8587da9770df513d965c21f1,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 29, 'max_features': 'sqrt', 'n_estimators': 12701, 'random_state': 40, 'min_samples_leaf': 4, 'min_samples_split': 35}",e017776531959f85c04614abbc3ae6d6,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.616,0.26026,0.535,0.3746,TPESampler
6847b43ac2bd247e46ab7de24d3176ab,26fc2977cfcf59a03e309ad6e000627b,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 22, 'max_features': 'sqrt', 'n_estimators': 219, 'random_state': 41, 'min_samples_leaf': 11, 'min_samples_split': 25}",a76da22ff44122920e0951234d5500c6,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.607,0.26778,0.535,0.34145,TPESampler
0dc7bf8669215054282749a49367340e,8ea3acff2204c6b90599786344449e11,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 66, 'random_state': 42, 'min_samples_leaf': 21, 'min_samples_split': 2}",1e516ed5cc7dc5445d72fc6570af1201,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.595,0.24029,0.53,0.24887,TPESampler
2b387ec1f855fdad2f6f3c4152094f90,1cdf585ee262f7883172dc291a90e60a,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 13, 'max_features': 'sqrt', 'n_estimators': 14969, 'random_state': 43, 'min_samples_leaf': 7, 'min_samples_split': 75}",1d09981b00ca6cb2d073cb465621e061,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.609,0.24602,0.531,0.30077,TPESampler
e2224000218ec812d98143de0fd122fe,649a5c5401b5a8255d08c519017bb2a5,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 30, 'max_features': 'sqrt', 'n_estimators': 200, 'random_state': 44, 'min_samples_leaf': 2, 'min_samples_split': 33}",2906a875ee35e30d6f7774ec539d5418,precision,poverty_level_min_tpr_disparity,1.0,TPESampler,Donors Choose,0.618,0.30692,0.538,0.38528,TPESampler
59822758f9283512a9088fd857988aac,782a4488703a3c7281acb22002171c56,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 37, 'random_state': 30, 'optimizer__lr': 0.001059985189157365, 'model__dropout': 0.20891123385469512, 'model__input_dim': 110, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0}",42a19d6e8d0c77b458d3581f8e17512f,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.606,0.6688,0.516,0.63534,RandomSampler
8601d5a68148659440203acdcd259898,af75906804ebc4c793900d6d466e30d5,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 63, 'random_state': 31, 'min_samples_leaf': 17, 'min_samples_split': 97}",a493e6f528c89207b38c259f9176f8af,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.595,0.17683,0.525,0.24623,RandomSampler
80f80eeda228ab574d891971cedeefba,df0660d4e60461f88cb9e0f89019ba7f,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 25, 'max_features': 'log2', 'n_estimators': 801, 'random_state': 32, 'min_samples_leaf': 2, 'min_samples_split': 7}",16325f0a9645f5f7aa1ed76c7d1a558e,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.605,0.29597,0.544,0.37592,RandomSampler
19aa8f60bb47296da38754ba79fb79d5,77b7e811a885bd1cd8631e42854a1fee,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 42, 'max_features': 'log2', 'n_estimators': 929, 'random_state': 33, 'min_samples_leaf': 4, 'min_samples_split': 2}",6ecf601dd8e95b2e3347ee85d5aca136,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.593,0.26502,0.529,0.34023,RandomSampler
862756dc7ef571a1d918d835240e4122,d4a2c24fb345093a0e19807a1bff8b8d,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 34, 'max_features': 'sqrt', 'n_estimators': 9219, 'random_state': 34, 'min_samples_leaf': 3, 'min_samples_split': 4}",f6f8ab81e886bc10dd12a80e142ffd01,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.609,0.33002,0.53,0.39714,RandomSampler
4f13d02d68bf11233b818981ce34531f,305a96ba40e39f042555f625616388c0,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 35, 'max_features': 'log2', 'n_estimators': 8092, 'random_state': 35, 'min_samples_leaf': 7, 'min_samples_split': 3}",b366f8d28737c19564e493eca53ff641,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.607,0.24959,0.545,0.32052,RandomSampler
4368e500a6f1dc8311d1da6bace4211d,0cb12e3fa21bb948211d9b5f7d824bec,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 14, 'max_features': 'sqrt', 'n_estimators': 3317, 'random_state': 36, 'min_samples_leaf': 18, 'min_samples_split': 24}",1e0c4c3e01fee8eeb199f10e47cfbcfb,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.604,0.26682,0.53,0.317,RandomSampler
14a1e7ceda87d484d821659d2efa9df0,0266bad1c9dcadeeda39ed8085379d75,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 19, 'max_features': 'log2', 'n_estimators': 1768, 'random_state': 37, 'min_samples_leaf': 2, 'min_samples_split': 2}",79750bcc83bd24fe7f07c65125809384,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.604,0.31345,0.529,0.33374,RandomSampler
97a035fedf3c39874a3e2bf58ef54ccd,3ef3731056b88e2865198ca03c69aeb8,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 6, 'max_features': 'log2', 'n_estimators': 32, 'random_state': 38, 'min_samples_leaf': 23, 'min_samples_split': 47}",c7484eb9689449454c7f31e656fc69cf,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.609,0.2091,0.539,0.27729,RandomSampler
